Chromosome,Start,Stop,MurphyTiger,MurphyLion,MT1,ML2,ML1,FT3,FT2,FT1,SunDol
chrE3,10500000,10600000,0.0009699999999999999,0.01009,0.00162,0.00992,0.00949,0.00157,0.0022199999999999998,0.00179,0.00951
chrE3,10600000,10700000,0.00078,0.011309999999999999,0.00035,0.01127,0.01037,0.0010400000000000001,0.00217,0.00145,0.01038
chrE3,10700000,10800000,0.0009699999999999999,0.01034,0.00103,0.01057,0.00979,0.0011300000000000001,0.00161,0.00124,0.00985
chrE3,10800000,10900000,0.00061,0.00799,0.00016999999999999999,0.00771,0.007940000000000001,0.0010199999999999999,0.00141,0.00101,0.00793
chrE3,10900000,11000000,0.0006799999999999999,0.00823,0.00066,0.0083,0.007940000000000001,0.001,0.00103,0.00074,0.007940000000000001
chrE3,11000000,11100000,0.001,0.010790000000000001,0.0009599999999999999,0.01082,0.0109,0.00135,0.00182,0.0015300000000000001,0.01089
chrE3,11100000,11200000,0.00147,0.01226,0.00062,0.01179,0.011009999999999999,0.0017699999999999999,0.00321,0.0025800000000000003,0.01099
chrE3,11200000,11300000,0.00126,0.01222,0.00145,0.01217,0.0117,0.0022,0.00238,0.0018100000000000002,0.01171
chrE3,11300000,11400000,0.00182,0.01126,0.00063,0.01103,0.01111,0.0030800000000000003,0.00165,0.0014,0.011090000000000001
chrE3,11400000,11500000,0.0011,0.01026,0.0012,0.010190000000000001,0.0103,0.00257,0.00253,0.00249,0.01027
chrE3,11500000,11600000,0.00121,0.01205,0.00115,0.012029999999999999,0.0121,0.00328,0.0020800000000000003,0.00195,0.01207
chrE3,11600000,11700000,0.00133,0.01142,0.00049,0.011590000000000001,0.01145,0.00231,0.0027600000000000003,0.00232,0.01144
chrE3,11700000,11800000,0.00187,0.01291,0.00144,0.01234,0.01248,0.00285,0.00421,0.00321,0.012490000000000001
chrE3,11800000,11900000,0.00149,0.012819999999999998,0.0014199999999999998,0.01296,0.0131,0.0036299999999999995,0.00168,0.0015300000000000001,0.01305
chrE3,11900000,12000000,0.0014,0.013130000000000001,0.00218,0.01311,0.013019999999999999,0.0023,0.00295,0.0025,0.0131
chrE3,12000000,12100000,0.00147,0.01258,0.00244,0.01199,0.01257,0.00268,0.00324,0.00267,0.01258
chrE3,12100000,12200000,0.0018,0.01376,0.00035,0.01366,0.01286,0.00285,0.0037600000000000003,0.00293,0.01292
chrE3,12200000,12300000,0.0023,0.013130000000000001,0.00197,0.01292,0.01293,0.00386,0.00424,0.00365,0.01296
chrE3,12300000,12400000,0.0017100000000000001,0.0132,0.00205,0.013069999999999998,0.01318,0.00361,0.00358,0.0031100000000000004,0.01318
chrE3,12400000,12500000,0.0006,0.01065,0.0005,0.01066,0.0106,0.00237,0.00243,0.00206,0.01061
chrE3,12500000,12600000,0.0013800000000000002,0.01013,0.00267,0.00995,0.01017,0.0020399999999999997,0.00228,0.0019199999999999998,0.01015
chrE3,12600000,12700000,0.00086,0.009059999999999999,0.00022999999999999998,0.009009999999999999,0.009040000000000001,0.0016300000000000002,0.00173,0.0014199999999999998,0.009009999999999999
chrE3,12700000,12800000,0.00041,0.0055899999999999995,0.00026000000000000003,0.005679999999999999,0.00572,0.0008,0.00093,0.0008300000000000001,0.00575
chrE3,12800000,12900000,0.00021,0.00535,2e-05,0.005529999999999999,0.00554,0.00061,0.00079,0.00067,0.00555
chrE3,12900000,13000000,0.00064,0.0046700000000000005,0.00061,0.00489,0.00496,0.00065,0.00042,0.00033999999999999997,0.005
chrE3,13000000,13100000,0.0005,0.00603,0.00066,0.00602,0.006,0.0009699999999999999,0.00085,0.0006900000000000001,0.006
chrE3,13100000,13200000,0.00039,0.00633,0.00115,0.0063100000000000005,0.00634,0.0008699999999999999,0.0009400000000000001,0.00066,0.0063100000000000005
chrE3,13200000,13300000,0.0005200000000000001,0.005679999999999999,0.00126,0.0054399999999999995,0.00566,0.00124,0.0007,0.00067,0.00565
chrE3,13300000,13400000,0.0005099999999999999,0.00615,0.00031,0.006220000000000001,0.00629,0.00128,0.00139,0.00124,0.00628
chrE3,13400000,13500000,0.00066,0.00689,0.0006,0.0072,0.00703,0.00131,0.0013599999999999999,0.00118,0.00704
chrE3,13500000,13600000,0.00078,0.00825,0.00041,0.008459999999999999,0.00829,0.0011099999999999999,0.00137,0.0011300000000000001,0.0083
chrE3,13600000,13700000,0.0009599999999999999,0.008709999999999999,0.00053,0.008740000000000001,0.00883,0.0018800000000000002,0.00212,0.0018100000000000002,0.00884
chrE3,13700000,13800000,0.0006,0.00891,0.00105,0.00873,0.00856,0.0014,0.00106,0.0010199999999999999,0.00854
chrE3,13800000,13900000,0.0007700000000000001,0.01111,0.0017699999999999999,0.0112,0.011009999999999999,0.00172,0.00044,0.00026000000000000003,0.011009999999999999
chrE3,13900000,14000000,0.00124,0.01213,0.00233,0.01223,0.01209,0.0028,0.00078,0.00055,0.01213
chrE3,14000000,14100000,0.00081,0.0104,0.00309,0.01051,0.010440000000000001,0.00252,0.00131,0.0011300000000000001,0.010440000000000001
chrE3,14100000,14200000,0.00075,0.01097,0.00243,0.01078,0.010740000000000001,0.0021100000000000003,0.00139,0.00139,0.010740000000000001
chrE3,14200000,14300000,0.0011,0.01172,0.00115,0.01166,0.01146,0.0019399999999999999,0.00278,0.0025399999999999997,0.01144
chrE3,14300000,14400000,0.00114,0.01078,0.00235,0.0108,0.010409999999999999,0.00186,0.0017399999999999998,0.00186,0.0104
chrE3,14400000,14500000,0.0007599999999999999,0.01144,0.0020399999999999997,0.01166,0.01155,0.00218,0.0018100000000000002,0.0018800000000000002,0.01155
chrE3,14500000,14600000,0.0012699999999999999,0.01084,0.0019100000000000002,0.01084,0.01077,0.00209,0.0019199999999999998,0.0016899999999999999,0.010759999999999999
chrE3,14600000,14700000,0.0010199999999999999,0.010029999999999999,0.0016699999999999998,0.00983,0.01009,0.00218,0.00295,0.00243,0.01008
chrE3,14700000,14800000,0.0,0.00938,0.00212,0.01037,0.0103,0.0025399999999999997,0.00247,0.0020800000000000003,0.0103
chrE3,14800000,14900000,0.00031,0.00997,0.00183,0.01009,0.00993,0.00172,0.0025399999999999997,0.0019100000000000002,0.00993
chrE3,14900000,15000000,0.00114,0.00815,0.00209,0.008020000000000001,0.0082,0.00141,0.00249,0.00212,0.008190000000000001
chrE3,15000000,15100000,0.0007599999999999999,0.00893,0.00175,0.00895,0.00894,0.0018,0.0023899999999999998,0.00196,0.00894
chrE3,15100000,15200000,0.00053,0.00831,0.0008300000000000001,0.00821,0.00829,0.0010400000000000001,0.0011099999999999999,0.0009,0.00831
chrE3,15200000,15300000,0.00037999999999999997,0.007409999999999999,0.0009,0.00722,0.007809999999999999,0.00172,0.0009,0.00079,0.0078
chrE3,15300000,15400000,0.00079,0.008029999999999999,0.0011300000000000001,0.00799,0.00811,0.0016899999999999999,2e-05,1e-05,0.00811
chrE3,15400000,15500000,0.00013000000000000002,0.00818,0.0008900000000000001,0.008140000000000001,0.0083,0.00112,1e-05,1e-05,0.00829
chrE3,15500000,15600000,0.00037999999999999997,0.006220000000000001,0.00045999999999999996,0.00615,0.00621,0.0008300000000000001,0.00047999999999999996,0.00043,0.00619
chrE3,15600000,15700000,0.00047999999999999996,0.00463,0.00135,0.00441,0.004529999999999999,0.00101,0.00162,0.00132,0.004529999999999999
chrE3,15700000,15800000,0.00036,0.006540000000000001,0.00063,0.00625,0.00643,0.00044,0.0005,0.00042,0.00642
chrE3,15800000,15900000,0.00035,0.0056,0.00082,0.00541,0.00555,0.00053,1e-05,1e-05,0.00554
chrE3,15900000,16000000,0.00041,0.00572,0.0005099999999999999,0.00539,0.00562,0.0007599999999999999,2e-05,0.0,0.00564
chrE3,16000000,16100000,0.0004,0.0062,0.00032,0.00627,0.0063100000000000005,0.00067,2e-05,1e-05,0.0063100000000000005
chrE3,16100000,16200000,4e-05,0.0052,0.00027,0.0051600000000000005,0.00528,8e-05,5.9999999999999995e-05,2.9999999999999997e-05,0.00527
chrE3,16200000,16300000,7e-05,0.00355,0.00047999999999999996,0.0037,0.00371,5.9999999999999995e-05,1e-05,2e-05,0.0036799999999999997
chrE3,16300000,16400000,7e-05,0.0039299999999999995,0.00199,0.0038399999999999997,0.00404,0.00011999999999999999,0.0,0.0,0.00404
chrE3,16400000,16500000,4e-05,0.0053100000000000005,0.00328,0.0054600000000000004,0.00565,5e-05,2e-05,2e-05,0.005679999999999999
chrE3,16500000,16600000,,,,,,,,,
chrE3,16600000,16700000,5e-05,0.00464,0.00278,0.00469,0.00505,5.9999999999999995e-05,0.0,1e-05,0.00503
chrE3,16700000,16800000,0.00032,0.00359,0.0016,0.0036299999999999995,0.00366,0.0007,1e-05,1e-05,0.00366
chrE3,16800000,16900000,0.0006799999999999999,,0.00043,0.00215,0.00234,0.00116,2.9999999999999997e-05,1e-05,0.00234
chrE3,16900000,17000000,0.00022999999999999998,,,,,,1e-05,,
chrE3,17000000,17100000,0.00027,0.004,0.00045999999999999996,0.00395,0.00394,0.0006,0.0,0.0,0.00394
chrE3,17100000,17200000,0.00036,0.005229999999999999,0.0007599999999999999,0.00507,0.00512,0.00064,2.9999999999999997e-05,1e-05,0.00514
chrE3,17200000,17300000,0.00013000000000000002,0.00386,0.00045,0.0038200000000000005,0.0038299999999999996,0.00037999999999999997,1e-05,1e-05,0.0038299999999999996
chrE3,17300000,17400000,0.00011,0.00446,8e-05,0.00445,0.00434,0.00045999999999999996,2.9999999999999997e-05,0.0,0.00434
chrE3,17400000,17500000,0.00014,0.00594,0.00121,0.00599,0.0058200000000000005,0.0009400000000000001,2e-05,1e-05,0.00584
chrE3,17500000,17600000,0.00018,0.00486,0.0007599999999999999,0.00484,0.0050100000000000006,0.00074,0.0,1e-05,0.0050100000000000006
chrE3,17600000,17700000,0.00059,0.00718,0.0007599999999999999,0.0072900000000000005,0.0073,0.00057,4e-05,2.9999999999999997e-05,0.0073
chrE3,17700000,17800000,0.00047999999999999996,0.00632,0.00085,0.0064,0.00647,0.00086,0.00064,0.00055,0.00646
chrE3,17800000,17900000,0.0005,0.006670000000000001,0.0008900000000000001,0.00642,0.00632,0.00143,2e-05,1e-05,0.0063100000000000005
chrE3,17900000,18000000,0.00059,0.0051600000000000005,0.00133,0.00518,0.00602,0.00014,0.0,0.0,0.00602
chrE3,18000000,18100000,0.00037,0.006,0.00084,0.00571,0.0055,0.00078,2e-05,2e-05,0.0055
chrE3,18100000,18200000,0.0004,0.00535,0.0007099999999999999,0.00545,0.00533,4e-05,7e-05,0.0,0.00533
chrE3,18200000,18300000,0.00022,0.0061200000000000004,0.00025,0.00609,0.00594,0.00047999999999999996,0.00021,0.00016999999999999999,0.0059299999999999995
chrE3,18300000,18400000,,,,,,,,,
chrE3,18400000,18500000,,,,,,,,,
chrE3,18500000,18600000,,,,,,,,,
chrE3,18600000,18700000,,,,,,,,,
chrE3,18700000,18800000,,,,,,,,,
chrE3,18800000,18900000,0.00016999999999999999,0.00589,0.00033,0.006229999999999999,0.00607,0.00011999999999999999,9e-05,5e-05,0.00603
chrE3,18900000,19000000,4e-05,0.00805,4e-05,0.00813,0.00795,0.00016999999999999999,4e-05,2.9999999999999997e-05,0.00796
chrE3,19000000,19100000,0.00039,0.007359999999999999,0.00058,0.0075,0.00716,0.0007700000000000001,0.00054,0.00042,0.0071400000000000005
chrE3,19100000,19200000,0.00086,0.00878,0.00119,0.00885,0.00843,0.001,0.00198,0.0015400000000000001,0.008409999999999999
chrE3,19200000,19300000,0.00073,0.00899,0.00202,0.00882,0.00868,0.00215,0.00145,0.00124,0.00866
chrE3,19300000,19400000,0.00079,0.00837,0.00175,0.00824,0.008,0.00185,0.00109,0.00067,0.00799
chrE3,19400000,19500000,0.00099,0.01026,0.00223,0.01048,0.01059,0.0022199999999999998,0.00126,0.0008900000000000001,0.01057
chrE3,19500000,19600000,0.0015199999999999999,0.01031,0.0017,0.0103,0.00946,0.00197,0.00133,0.00079,0.00945
chrE3,19600000,19700000,0.00105,0.01011,0.00307,0.01004,0.009940000000000001,0.00165,0.00084,0.00063,0.0099
chrE3,19700000,19800000,0.00091,0.00996,0.0016699999999999998,0.00997,0.00988,0.0015300000000000001,9e-05,1e-05,0.00988
chrE3,19800000,19900000,0.00131,0.0111,0.00148,0.01107,0.010490000000000001,0.00164,0.00115,0.00093,0.010490000000000001
chrE3,19900000,20000000,0.00085,0.00949,0.0008699999999999999,0.00946,0.00923,0.0020800000000000003,0.00085,0.00074,0.00922
chrE3,20000000,20100000,0.00063,0.01112,0.0023,0.01096,0.01034,0.0016,0.0013800000000000002,0.00112,0.010329999999999999
chrE3,20100000,20200000,0.0013,0.01114,0.00349,0.0111,0.01096,0.00283,0.0013599999999999999,0.00125,0.01095
chrE3,20200000,20300000,0.00082,0.01067,0.0022,0.01084,0.0112,0.0018,0.00075,0.00066,0.011090000000000001
chrE3,20300000,20400000,0.0015300000000000001,0.01154,0.0031100000000000004,0.011470000000000001,0.01174,0.00271,0.00055,0.00047999999999999996,0.01175
chrE3,20400000,20500000,0.00121,0.01144,0.0031899999999999997,0.011309999999999999,0.01137,0.00264,1e-05,0.0,0.01138
chrE3,20500000,20600000,0.00125,0.01162,0.00224,0.011470000000000001,0.01127,0.0022600000000000003,0.00018999999999999998,0.00027,0.01128
chrE3,20600000,20700000,0.00134,0.01168,0.0025,0.01141,0.01199,0.00227,0.00098,0.0009,0.01193
chrE3,20700000,20800000,0.00011,0.0119,0.0022,0.01193,0.01211,0.00215,0.00206,0.00175,0.01213
chrE3,20800000,20900000,1e-05,0.01145,0.00299,0.0116,0.01167,0.0018800000000000002,0.00282,0.0022,0.01166
chrE3,20900000,21000000,1e-05,0.01314,0.0025,0.013330000000000002,0.01323,0.0015199999999999999,0.00433,0.00371,0.01323
chrE3,21000000,21100000,0.0,0.01354,0.0047799999999999995,0.0135,0.01366,0.00371,0.00503,0.00439,0.01369
chrE3,21100000,21200000,2e-05,0.01175,0.00268,0.01185,0.01182,0.00205,0.0025800000000000003,0.00205,0.01183
chrE3,21200000,21300000,0.0,0.01099,0.00182,0.01113,0.01083,0.00212,0.00262,0.0021899999999999997,0.010790000000000001
chrE3,21300000,21400000,0.0,0.01113,0.0018899999999999998,0.01097,0.01068,0.0018899999999999998,0.0025,0.00245,0.01067
chrE3,21400000,21500000,0.0,0.0105,0.00187,0.01042,0.01034,0.00274,0.00233,0.00195,0.01035
chrE3,21500000,21600000,0.0,0.009309999999999999,0.00209,0.0092,0.009559999999999999,0.00227,0.0019199999999999998,0.0016899999999999999,0.00954
chrE3,21600000,21700000,0.0,0.00839,0.0016300000000000002,0.008879999999999999,0.0092,0.00159,0.00199,0.00164,0.00923
chrE3,21700000,21800000,0.0,0.007520000000000001,0.00216,0.00835,0.008190000000000001,0.00198,0.00182,0.0015199999999999999,0.00815
chrE3,21800000,21900000,0.0,0.00971,0.00217,0.00966,0.00967,0.0027600000000000003,0.00268,0.00215,0.00968
chrE3,21900000,22000000,0.0,0.00575,0.0004,0.00571,0.00576,0.0005200000000000001,0.00055,0.00047000000000000004,0.00576
chrE3,22000000,22100000,0.0,0.008190000000000001,0.0008300000000000001,0.00813,0.00806,0.00134,0.0006799999999999999,0.00053,0.00805
chrE3,22100000,22200000,0.0,0.00573,0.0010400000000000001,0.0059,0.00583,0.00106,0.00109,0.00086,0.00583
chrE3,22200000,22300000,1e-05,0.008409999999999999,0.0013800000000000002,0.00823,0.008320000000000001,0.00063,0.00151,0.0010400000000000001,0.0083
chrE3,22300000,22400000,0.00016,0.00782,0.0008,0.00795,0.00788,0.00105,0.00143,0.00131,0.00788
chrE3,22400000,22500000,0.00135,0.00732,0.0017399999999999998,0.00757,0.0075,0.0021899999999999997,0.0016600000000000002,0.00149,0.0075
chrE3,22500000,22600000,0.00078,0.00869,0.0016,0.009009999999999999,0.008620000000000001,0.00148,0.0015,0.0012900000000000001,0.008620000000000001
chrE3,22600000,22700000,0.00062,0.00717,0.00095,0.0069700000000000005,0.0073,0.00081,0.001,0.0009400000000000001,0.00734
chrE3,22700000,22800000,0.00073,0.007090000000000001,0.00193,0.0070599999999999994,0.00725,0.00175,0.002,0.0015300000000000001,0.00725
chrE3,22800000,22900000,0.00065,0.00703,0.00124,0.007090000000000001,0.00718,0.00107,0.00065,0.00045999999999999996,0.00719
chrE3,22900000,23000000,0.00033999999999999997,0.00707,0.00057,0.00717,0.0069299999999999995,0.00098,0.00011,7e-05,0.0069299999999999995
chrE3,23000000,23100000,0.00023999999999999998,0.0097,0.00067,0.00948,0.00985,0.00049,5.9999999999999995e-05,4e-05,0.00984
chrE3,23100000,23200000,0.00091,0.0096,0.00218,0.00933,0.009590000000000001,0.00146,0.0013599999999999999,0.00119,0.00958
chrE3,23200000,23300000,0.00018,0.0076,0.0006,0.00742,0.00757,0.00047000000000000004,0.00047999999999999996,0.00047999999999999996,0.00758
chrE3,23300000,23400000,0.0003,0.00561,9e-05,0.0057799999999999995,0.00599,0.00061,0.0008699999999999999,0.00065,0.006
chrE3,23400000,23500000,0.00054,0.0081,0.00099,0.00822,0.00831,0.00123,0.00112,0.0008699999999999999,0.0083
chrE3,23500000,23600000,0.00054,0.007490000000000001,0.00103,0.00745,0.00755,0.0013800000000000002,0.00055,0.00054,0.007559999999999999
chrE3,23600000,23700000,0.00059,0.00827,0.0016600000000000002,0.008440000000000001,0.00847,0.00162,0.00067,0.00062,0.00848
chrE3,23700000,23800000,0.00037999999999999997,0.00761,0.00131,0.0078,0.007859999999999999,0.0010400000000000001,0.00054,0.00043,0.00782
chrE3,23800000,23900000,0.00042,0.0074,0.00118,0.00716,0.00716,0.00086,0.00049,0.00043,0.00715
chrE3,23900000,24000000,0.00045,0.0056700000000000006,0.00121,0.00563,0.00555,0.00091,1e-05,0.0,0.00555
chrE3,24000000,24100000,0.00059,0.007940000000000001,0.00123,0.00796,0.00812,0.0010400000000000001,0.00018,0.00022,0.0081
chrE3,24100000,24200000,0.00074,0.0081,0.0013599999999999999,0.00747,0.007859999999999999,0.0016699999999999998,0.00151,0.0012699999999999999,0.00787
chrE3,24200000,24300000,0.00063,0.00517,0.00023999999999999998,0.00526,0.00535,0.00125,0.00137,0.00122,0.00536
chrE3,24300000,24400000,0.00112,0.00619,0.00049,0.0061,0.00615,0.00215,0.00123,0.00116,0.00615
chrE3,24400000,24500000,0.00063,0.00532,0.0013599999999999999,0.0048,0.00361,0.0014199999999999998,0.00223,0.00145,0.00361
chrE3,24500000,24600000,0.00115,0.007540000000000001,0.00283,0.00792,0.00855,0.0027,0.00322,0.00246,0.00851
chrE3,24600000,24700000,0.0008900000000000001,0.00914,0.00137,0.00913,0.00942,0.00088,0.00064,0.00064,0.00942
chrE3,24700000,24800000,0.00044,0.00562,0.0013,0.00539,0.00554,0.00061,0.00059,0.00043,0.00558
chrE3,24800000,24900000,0.00037999999999999997,0.0053100000000000005,0.00082,0.005379999999999999,0.00562,0.0007700000000000001,0.0009699999999999999,0.00066,0.0055899999999999995
chrE3,24900000,25000000,0.00042,0.0047799999999999995,0.00079,0.0047799999999999995,0.0049,0.00082,0.00062,0.00044,0.00488
chrE3,25000000,25100000,0.00018,0.00406,0.00022,0.00385,0.004,0.00029,0.00039,0.00027,0.004
chrE3,25100000,25200000,0.00037,0.0038299999999999996,0.0007700000000000001,0.00345,0.0038799999999999998,0.00063,0.0009599999999999999,0.00064,0.00386
chrE3,25200000,25300000,,,,,,,,,
chrE3,25300000,25400000,0.00065,0.00298,0.00074,0.00294,0.00293,0.00093,0.00058,0.0007700000000000001,0.0028899999999999998
chrE3,25400000,25500000,0.0008900000000000001,0.00632,0.00126,0.0063,0.006509999999999999,0.00075,0.00027,0.00022999999999999998,0.006529999999999999
chrE3,25500000,25600000,0.00028,0.00441,0.00055,0.0043,0.00447,0.00061,0.00031,0.00029,0.00447
chrE3,25600000,25700000,0.0004,0.0056,0.00103,0.0057399999999999994,0.0056700000000000006,0.00119,2e-05,0.0,0.0056700000000000006
chrE3,25700000,25800000,0.00057,0.00587,0.0012699999999999999,0.00611,0.006,0.00108,0.0,0.0,0.006
chrE3,25800000,25900000,0.00056,0.00466,0.0003,0.00484,0.00488,0.00078,2.9999999999999997e-05,2e-05,0.00488
chrE3,25900000,26000000,0.0009599999999999999,0.00701,0.0018800000000000002,0.006690000000000001,0.00683,0.00099,0.00101,0.00085,0.006840000000000001
chrE3,26000000,26100000,0.0007599999999999999,0.00541,0.0012699999999999999,0.00569,0.0056,0.00073,0.00217,0.00185,0.0055899999999999995
chrE3,26100000,26200000,0.0007700000000000001,0.00823,0.00059,0.0083,0.00825,0.0013,0.00108,0.0009599999999999999,0.00823
chrE3,26200000,26300000,0.0007,0.00716,0.00091,0.00719,0.00732,0.0013,0.0012900000000000001,0.0011300000000000001,0.00731
chrE3,26300000,26400000,0.00062,0.00715,0.0012,0.00715,0.0075,0.00229,0.00218,0.00179,0.0075
chrE3,26400000,26500000,0.0008900000000000001,0.00702,0.00185,0.0070599999999999994,0.0072900000000000005,0.00088,0.0019100000000000002,0.00139,0.0072900000000000005
chrE3,26500000,26600000,0.00073,0.00828,0.00132,0.00811,0.00799,0.00182,0.00246,0.00202,0.00799
chrE3,26600000,26700000,0.0007099999999999999,0.008190000000000001,0.00206,0.00824,0.008440000000000001,0.0014199999999999998,0.0010199999999999999,0.00086,0.008440000000000001
chrE3,26700000,26800000,0.0005,0.00731,0.0016,0.00703,0.00734,0.00116,0.00055,0.00054,0.00734
chrE3,26800000,26900000,0.00064,0.00475,0.00137,0.00465,0.00481,0.00134,0.00021,0.00015,0.00481
chrE3,26900000,27000000,0.00118,0.00744,0.00101,0.007359999999999999,0.00733,0.0018899999999999998,0.0018899999999999998,0.00151,0.00734
chrE3,27000000,27100000,0.00073,0.00762,0.0016300000000000002,0.007109999999999999,0.00763,0.0015199999999999999,0.0017100000000000001,0.0015,0.00762
chrE3,27100000,27200000,0.00075,0.007409999999999999,0.0013800000000000002,0.007520000000000001,0.00746,0.00137,0.00148,0.0013,0.00746
chrE3,27200000,27300000,0.00072,0.00942,0.0011300000000000001,0.00928,0.009340000000000001,0.0005099999999999999,0.00026000000000000003,0.00022,0.009340000000000001
chrE3,27300000,27400000,0.00057,0.00748,0.0010400000000000001,0.007690000000000001,0.00763,0.00015,0.00047999999999999996,0.00054,0.00763
chrE3,27400000,27500000,0.0009,0.01064,0.00147,0.010920000000000001,0.010759999999999999,0.0016899999999999999,0.0005200000000000001,0.0005200000000000001,0.010759999999999999
chrE3,27500000,27600000,0.00082,0.01031,0.00093,0.010490000000000001,0.01014,0.00149,2e-05,2e-05,0.01013
chrE3,27600000,27700000,0.00055,0.00812,0.00108,0.0084,0.00835,0.00081,0.00053,0.00033,0.00835
chrE3,27700000,27800000,0.0007099999999999999,0.00845,0.001,0.00835,0.00853,0.0015199999999999999,0.00033,0.00041,0.00853
chrE3,27800000,27900000,0.00116,0.008020000000000001,0.00042,0.00828,0.00837,0.00147,0.00078,0.00073,0.00837
chrE3,27900000,28000000,0.00043,0.007359999999999999,0.00115,0.007670000000000001,0.00783,0.00081,0.00022,0.00016999999999999999,0.00783
chrE3,28000000,28100000,0.00047999999999999996,0.00792,0.0010199999999999999,0.00817,0.00818,0.00213,0.00055,0.00056,0.008190000000000001
chrE3,28100000,28200000,0.0011,0.007529999999999999,0.0016300000000000002,0.00763,0.007540000000000001,0.00182,0.00116,0.00106,0.007540000000000001
chrE3,28200000,28300000,0.00084,0.0085,0.00185,0.00882,0.00875,0.00161,0.0016300000000000002,0.0014,0.00875
chrE3,28300000,28400000,0.0006900000000000001,0.01069,0.00157,0.01065,0.010790000000000001,0.0012699999999999999,0.00042,0.00028,0.01078
chrE3,28400000,28500000,0.00016999999999999999,0.01086,0.00065,0.01095,0.0109,0.00022,0.0009,0.0007700000000000001,0.01089
chrE3,28500000,28600000,0.00045999999999999996,0.01008,0.00105,0.01005,0.00992,0.00085,0.00074,0.00055,0.00992
chrE3,28600000,28700000,0.00109,0.0099,0.00212,0.009890000000000001,0.00975,0.00173,0.00036,0.00036,0.009770000000000001
chrE3,28700000,28800000,0.00086,0.01082,0.0018100000000000002,0.01108,0.01045,0.0022199999999999998,0.0016,0.00137,0.010459999999999999
chrE3,28800000,28900000,0.0008900000000000001,0.00877,0.0013599999999999999,0.009059999999999999,0.00878,0.00109,0.0019100000000000002,0.0015,0.008790000000000001
chrE3,28900000,29000000,0.00086,0.00913,0.0021,0.008879999999999999,0.00944,0.00084,0.00124,0.00108,0.00944
chrE3,29000000,29100000,0.0008900000000000001,0.00744,0.0014199999999999998,0.00762,0.007690000000000001,0.0006799999999999999,0.00059,0.00054,0.007670000000000001
chrE3,29100000,29200000,0.00103,0.01081,0.0009199999999999999,0.01031,0.01054,0.00049,0.0023899999999999998,0.0018100000000000002,0.01051
chrE3,29200000,29300000,0.00035,0.00944,0.0005099999999999999,0.00932,0.00943,0.0002,0.00037999999999999997,0.00031,0.00941
chrE3,29300000,29400000,0.0005,0.00903,0.0009,0.00895,0.00895,0.00025,0.00055,0.0004,0.00892
chrE3,29400000,29500000,0.0009699999999999999,0.00855,0.00227,0.008320000000000001,0.0083,0.00162,0.00312,0.00243,0.00829
chrE3,29500000,29600000,0.0009699999999999999,0.00945,0.0021,0.00952,0.00911,0.00156,0.00132,0.00114,0.00913
chrE3,29600000,29700000,0.00081,0.007490000000000001,0.0017399999999999998,0.007909999999999999,0.00792,0.00158,0.00103,0.00093,0.00792
chrE3,29700000,29800000,0.00056,0.00745,0.00187,0.00772,0.007659999999999999,0.0013800000000000002,0.0017800000000000001,0.00141,0.007659999999999999
chrE3,29800000,29900000,0.00013000000000000002,0.00866,0.00131,0.00859,0.008440000000000001,0.00117,0.00117,0.00098,0.008440000000000001
chrE3,29900000,30000000,0.00074,0.01004,0.00237,0.009859999999999999,0.01023,0.0019399999999999999,0.00199,0.00172,0.01022
chrE3,30000000,30100000,0.0006,0.01096,0.0023899999999999998,0.01112,0.011000000000000001,0.00128,0.00141,0.00125,0.01102
chrE3,30100000,30200000,0.0009699999999999999,0.00792,0.0019,0.00815,0.00827,0.00183,0.00122,0.00114,0.00828
chrE3,30200000,30300000,0.0009599999999999999,0.00882,0.0018,0.00878,0.00884,0.0018,0.00135,0.00126,0.00883
chrE3,30300000,30400000,0.00093,0.00747,0.0019100000000000002,0.007490000000000001,0.007559999999999999,0.0018800000000000002,0.00199,0.0018,0.007540000000000001
chrE3,30400000,30500000,0.00063,0.00758,0.00131,0.00744,0.007559999999999999,0.0023899999999999998,0.0023899999999999998,0.00212,0.007529999999999999
chrE3,30500000,30600000,0.00055,0.00875,0.0016600000000000002,0.0085,0.0085,0.0013599999999999999,0.00147,0.00128,0.0085
chrE3,30600000,30700000,0.00091,0.0099,0.00159,0.01001,0.010159999999999999,0.00197,0.00232,0.00202,0.01018
chrE3,30700000,30800000,0.00054,0.00943,0.0013800000000000002,0.00933,0.00915,0.00072,0.0026899999999999997,0.00228,0.00915
chrE3,30800000,30900000,0.00036,0.00935,0.00196,0.00943,0.00965,0.0012,0.00162,0.00145,0.00965
chrE3,30900000,31000000,0.00085,0.0102,0.00203,0.01023,0.01048,0.00044,0.00125,0.0011099999999999999,0.01048
chrE3,31000000,31100000,0.00144,0.01289,0.0026,0.012790000000000001,0.01269,0.00271,0.00344,0.0028,0.01269
chrE3,31100000,31200000,0.0012900000000000001,0.01172,0.0021,0.01202,0.01181,0.00267,0.00267,0.00224,0.01181
chrE3,31200000,31300000,0.00133,0.0122,0.0036,0.01228,0.01183,0.00325,0.00124,0.00101,0.01183
chrE3,31300000,31400000,0.00084,0.01108,0.00231,0.0115,0.01128,0.0020399999999999997,0.00229,0.0021100000000000003,0.01128
