Chromosome,Start,Stop,Pammi,Geoffroy,CatIII,Pampas,LilBub,Tigrina
chrB2,77700000,77800000,0.00215,0.01415,0.00156,0.01432,0.00135,0.01434
chrB2,77800000,77900000,0.00345,0.014480000000000002,0.00427,0.014430000000000002,0.00417,0.014419999999999999
chrB2,77900000,78000000,0.00114,0.01265,0.00262,0.01245,0.00262,0.012709999999999999
chrB2,78000000,78100000,0.00248,0.01401,0.00305,0.014130000000000002,0.00294,0.01406
chrB2,78100000,78200000,0.0036899999999999997,0.01547,0.00399,0.015369999999999998,0.00389,0.015390000000000001
chrB2,78200000,78300000,0.00061,0.013569999999999999,0.00206,0.01365,0.0012900000000000001,0.013519999999999999
chrB2,78300000,78400000,0.00108,0.01209,0.00316,0.01256,0.0024,0.01209
chrB2,78400000,78500000,0.00196,0.01526,0.00387,0.01555,0.0038,0.01468
chrB2,78500000,78600000,0.0029100000000000003,0.01318,0.00278,0.01371,0.0034700000000000004,0.013430000000000001
chrB2,78600000,78700000,0.0025,0.014169999999999999,0.00295,0.01399,0.00236,0.014430000000000002
chrB2,78700000,78800000,0.00238,0.015330000000000002,0.00264,0.01565,0.00143,0.01521
chrB2,78800000,78900000,0.0031,0.01511,0.0040100000000000005,0.01535,0.00274,0.01521
chrB2,78900000,79000000,0.00215,0.015880000000000002,0.00321,0.01643,0.00161,0.016130000000000002
chrB2,79000000,79100000,0.00298,0.014490000000000001,0.0033200000000000005,0.014769999999999998,0.00255,0.014580000000000001
chrB2,79100000,79200000,0.00259,0.01518,0.0032700000000000003,0.01486,0.00158,0.015119999999999998
chrB2,79200000,79300000,0.0020800000000000003,0.014430000000000002,0.00303,0.014669999999999999,0.00205,0.01439
chrB2,79300000,79400000,0.00231,0.015340000000000001,0.00264,0.01567,0.0020399999999999997,0.01542
chrB2,79400000,79500000,0.00238,0.014219999999999998,0.00198,0.01415,0.00231,0.01427
chrB2,79500000,79600000,0.0016600000000000002,0.01459,0.0022199999999999998,0.014769999999999998,0.00158,0.0145
chrB2,79600000,79700000,0.00249,0.01683,0.00351,0.016919999999999998,0.00237,0.01665
chrB2,79700000,79800000,0.00294,0.01694,0.00406,0.01676,0.0030600000000000002,0.01693
chrB2,79800000,79900000,0.00247,0.016030000000000003,0.0033,0.01573,0.00266,0.01601
chrB2,79900000,80000000,0.00337,0.0157,0.0045899999999999995,0.01581,0.0028899999999999998,0.01575
chrB2,80000000,80100000,0.00247,0.01711,0.00301,0.01728,0.00265,0.0171
chrB2,80100000,80200000,0.00268,0.01556,0.00119,0.015359999999999999,0.0028,0.01567
chrB2,80200000,80300000,0.00283,0.01587,0.0014,0.0157,0.00301,0.01565
chrB2,80300000,80400000,0.00225,0.01286,0.00106,0.01314,0.00359,0.013000000000000001
chrB2,80400000,80500000,0.0019100000000000002,0.012740000000000001,0.00157,0.01344,0.0019,0.01321
chrB2,80500000,80600000,0.00244,0.014580000000000001,0.0015199999999999999,0.01463,0.00193,0.01469
chrB2,80600000,80700000,0.00233,0.013890000000000001,0.00243,0.01432,0.00101,0.01396
chrB2,80700000,80800000,0.0025800000000000003,0.01289,0.00244,0.013280000000000002,0.00164,0.01293
chrB2,80800000,80900000,0.00245,0.015,0.00203,0.01491,0.00257,0.01475
chrB2,80900000,81000000,0.00132,0.01285,0.00275,0.01254,0.00125,0.01281
chrB2,81000000,81100000,0.0016600000000000002,0.0131,0.0019199999999999998,0.013309999999999999,0.0005,0.01323
chrB2,81100000,81200000,0.00227,0.01481,0.00196,0.014580000000000001,0.0008699999999999999,0.015009999999999999
chrB2,81200000,81300000,0.00223,0.01462,0.003,0.0147,0.0018800000000000002,0.01434
chrB2,81300000,81400000,0.0012,0.01264,0.0018399999999999998,0.0129,0.0008900000000000001,0.0126
chrB2,81400000,81500000,0.0015,0.01475,0.00307,0.015309999999999999,0.00132,0.01486
chrB2,81500000,81600000,0.0016699999999999998,0.015069999999999998,0.0031100000000000004,0.015319999999999999,0.00173,0.01516
chrB2,81600000,81700000,0.00249,0.01378,0.0035,0.0138,0.00176,0.013999999999999999
chrB2,81700000,81800000,0.00321,0.01496,0.00328,0.0152,0.00139,0.015040000000000001
chrB2,81800000,81900000,0.00307,0.01522,0.0020399999999999997,0.0158,0.00158,0.015430000000000001
chrB2,81900000,82000000,0.00229,0.01702,0.00223,0.017240000000000002,0.00225,0.0172
chrB2,82000000,82100000,0.0031100000000000004,0.015619999999999998,0.00307,0.01567,0.00297,0.01592
chrB2,82100000,82200000,0.0039,0.01739,0.00365,0.017,0.0037600000000000003,0.01685
chrB2,82200000,82300000,0.00412,0.016059999999999998,0.00434,0.01593,0.00381,0.015819999999999997
chrB2,82300000,82400000,0.0028399999999999996,0.017159999999999998,0.0036799999999999997,0.01769,0.0028399999999999996,0.01721
chrB2,82400000,82500000,0.00351,0.01782,0.0028699999999999997,0.018609999999999998,0.00265,0.01811
chrB2,82500000,82600000,0.00297,0.01744,0.0018399999999999998,0.017740000000000002,0.00345,0.017269999999999997
chrB2,82600000,82700000,0.0043,0.01686,0.0017800000000000001,0.01702,0.0040100000000000005,0.01708
chrB2,82700000,82800000,0.00379,0.01781,0.00193,0.01807,0.004220000000000001,0.018009999999999998
chrB2,82800000,82900000,0.00425,0.018019999999999998,0.004079999999999999,0.018000000000000002,0.00217,0.018080000000000002
chrB2,82900000,83000000,0.0044399999999999995,0.0181,0.00335,0.017830000000000002,0.00225,0.018019999999999998
chrB2,83000000,83100000,0.005220000000000001,0.01853,0.00398,0.01878,0.00374,0.01854
chrB2,83100000,83200000,0.00328,0.0169,0.0036,0.01678,0.0035700000000000003,0.016569999999999998
chrB2,83200000,83300000,0.002,0.016309999999999998,0.0041600000000000005,0.01696,0.00367,0.016380000000000002
chrB2,83300000,83400000,0.0032700000000000003,0.016819999999999998,0.0028399999999999996,0.01738,0.00379,0.01705
chrB2,83400000,83500000,0.0036,0.01645,0.00224,0.016819999999999998,0.00325,0.01644
chrB2,83500000,83600000,0.00301,0.01525,0.0017800000000000001,0.015580000000000002,0.0015,0.015580000000000002
chrB2,83600000,83700000,0.0040100000000000005,0.014190000000000001,0.00264,0.014719999999999999,0.00197,0.0143
chrB2,83700000,83800000,0.0026899999999999997,0.01551,0.00267,0.01573,0.0019100000000000002,0.015609999999999999
chrB2,83800000,83900000,0.00252,0.01488,0.003,0.01486,0.00128,0.014790000000000001
chrB2,83900000,84000000,0.0033,0.015519999999999999,0.00358,0.01544,0.00301,0.015319999999999999
chrB2,84000000,84100000,0.0029,0.01729,0.00387,0.01729,0.0031,0.017230000000000002
chrB2,84100000,84200000,0.00278,0.016309999999999998,0.00292,0.01669,0.0027600000000000003,0.01614
chrB2,84200000,84300000,0.00242,0.014519999999999998,0.0016600000000000002,0.015059999999999999,0.0018100000000000002,0.0148
chrB2,84300000,84400000,0.0030600000000000002,0.015009999999999999,0.00322,0.015330000000000002,0.00187,0.015369999999999998
chrB2,84400000,84500000,0.00196,0.01563,0.00271,0.01575,0.00244,0.01546
chrB2,84500000,84600000,0.0017100000000000001,0.015619999999999998,0.00225,0.015340000000000001,0.00232,0.01565
chrB2,84600000,84700000,0.0033799999999999998,0.01637,0.0036899999999999997,0.01659,0.00349,0.0167
chrB2,84700000,84800000,0.00409,0.01519,0.00299,0.015059999999999999,0.00312,0.01519
chrB2,84800000,84900000,0.00259,0.01499,0.00316,0.01517,0.0026899999999999997,0.01499
chrB2,84900000,85000000,0.0025399999999999997,0.01652,0.00314,0.01718,0.0012,0.016669999999999997
chrB2,85000000,85100000,0.00365,0.016,0.00312,0.01556,0.0015,0.01592
chrB2,85100000,85200000,0.00302,0.013680000000000001,0.00267,0.01355,0.0028699999999999997,0.01355
chrB2,85200000,85300000,0.00262,0.01602,0.0035299999999999997,0.01693,0.0027199999999999998,0.0159
chrB2,85300000,85400000,0.00323,0.01721,0.004220000000000001,0.01721,0.00274,0.016880000000000003
chrB2,85400000,85500000,0.00503,0.0176,0.00299,0.01763,0.00479,0.017230000000000002
chrB2,85500000,85600000,0.00527,0.01736,0.003,0.017269999999999997,0.00468,0.01733
chrB2,85600000,85700000,0.0026100000000000003,0.01715,0.0032600000000000003,0.0171,0.0033399999999999997,0.01714
chrB2,85700000,85800000,0.00197,0.01772,0.00518,0.017230000000000002,0.00483,0.01766
chrB2,85800000,85900000,0.00168,0.0149,0.00487,0.01519,0.0037600000000000003,0.01518
chrB2,85900000,86000000,0.004520000000000001,0.01865,0.00564,0.01913,0.00521,0.01884
chrB2,86000000,86100000,0.00133,0.0166,0.00367,0.0168,0.00325,0.016669999999999997
chrB2,86100000,86200000,0.00236,0.016880000000000003,0.0036799999999999997,0.01705,0.0026100000000000003,0.01678
chrB2,86200000,86300000,0.00213,0.01592,0.0048,0.0162,0.00217,0.016030000000000003
chrB2,86300000,86400000,0.0018899999999999998,0.01791,0.00419,0.017580000000000002,0.0016699999999999998,0.01775
chrB2,86400000,86500000,0.00193,0.01433,0.00386,0.014469999999999998,0.00201,0.014490000000000001
chrB2,86500000,86600000,0.0021,0.01545,0.0038799999999999998,0.015430000000000001,0.00193,0.015430000000000001
chrB2,86600000,86700000,0.00159,0.014369999999999999,0.00358,0.014719999999999999,0.00197,0.014419999999999999
chrB2,86700000,86800000,0.00233,0.01485,0.0031899999999999997,0.01545,0.00126,0.01519
chrB2,86800000,86900000,0.0045,0.01736,0.00379,0.01721,0.0019399999999999999,0.01738
chrB2,86900000,87000000,0.0038399999999999997,0.01564,0.0036299999999999995,0.01585,0.00252,0.01549
chrB2,87000000,87100000,0.00265,0.013609999999999999,0.0027199999999999998,0.01395,0.00141,0.01356
chrB2,87100000,87200000,0.0016899999999999999,0.01365,0.00193,0.01383,0.00245,0.013430000000000001
chrB2,87200000,87300000,0.00073,0.01376,0.00162,0.01402,0.0021100000000000003,0.013869999999999999
chrB2,87300000,87400000,0.00075,0.01296,0.0015199999999999999,0.013369999999999998,0.00117,0.013000000000000001
chrB2,87400000,87500000,0.00109,0.01281,0.0016600000000000002,0.01295,0.00195,0.0128
chrB2,87500000,87600000,0.0008900000000000001,0.01212,0.00237,0.01267,0.0019399999999999999,0.01211
chrB2,87600000,87700000,0.00073,0.013880000000000002,0.00262,0.01411,0.00281,0.013969999999999998
chrB2,87700000,87800000,2.9999999999999997e-05,0.0142,0.0027600000000000003,0.01408,0.00288,0.01427
chrB2,87800000,87900000,2.9999999999999997e-05,0.013619999999999998,0.00297,0.014209999999999999,0.0028899999999999998,0.013680000000000001
chrB2,87900000,88000000,2.9999999999999997e-05,0.01317,0.0023,0.0132,0.00247,0.013219999999999999
chrB2,88000000,88100000,0.00098,0.0148,0.00233,0.01493,0.0023,0.014709999999999999
chrB2,88100000,88200000,0.00151,0.01351,0.00202,0.0139,0.00207,0.01365
chrB2,88200000,88300000,0.00217,0.01644,0.00295,0.0166,0.0031100000000000004,0.016659999999999998
chrB2,88300000,88400000,0.00252,0.014759999999999999,0.0024100000000000002,0.014980000000000002,0.00245,0.014740000000000001
chrB2,88400000,88500000,0.00302,0.01469,0.0025800000000000003,0.01484,0.00193,0.015059999999999999
chrB2,88500000,88600000,0.00409,0.016819999999999998,0.00309,0.01729,0.00193,0.01696
chrB2,88600000,88700000,0.0025800000000000003,0.01438,0.00238,0.01465,0.00325,0.01466
chrB2,88700000,88800000,0.00263,0.017419999999999998,0.00149,0.017769999999999998,0.0021899999999999997,0.01743
chrB2,88800000,88900000,0.00331,0.017730000000000003,0.00328,0.01787,0.00296,0.017669999999999998
chrB2,88900000,89000000,0.00385,0.01652,0.0038299999999999996,0.01704,0.00325,0.01648
chrB2,89000000,89100000,0.00225,0.01645,0.0030800000000000003,0.016630000000000002,0.0019100000000000002,0.01643
chrB2,89100000,89200000,0.004520000000000001,0.016659999999999998,0.00434,0.016730000000000002,0.00435,0.016890000000000002
chrB2,89200000,89300000,0.00063,0.014130000000000002,0.0016600000000000002,0.01434,0.0006,0.01431
chrB2,89300000,89400000,0.00197,0.01595,0.0034,0.01662,0.00186,0.01601
chrB2,89400000,89500000,0.00331,0.01433,0.00299,0.01463,0.00318,0.014419999999999999
chrB2,89500000,89600000,0.0054,0.01609,0.0033799999999999998,0.01608,0.00421,0.01592
chrB2,89600000,89700000,0.00446,0.015619999999999998,0.00441,0.015569999999999999,0.00203,0.01516
chrB2,89700000,89800000,0.005229999999999999,0.016309999999999998,0.00399,0.01594,0.00419,0.01648
chrB2,89800000,89900000,0.00399,0.01592,0.00415,0.01665,0.0038399999999999997,0.01587
chrB2,89900000,90000000,0.0032,0.015719999999999998,0.0035600000000000002,0.015790000000000002,0.00317,0.01586
chrB2,90000000,90100000,0.00135,0.01655,0.00185,0.01659,0.0038799999999999998,0.01652
chrB2,90100000,90200000,0.00175,0.0141,0.00168,0.014130000000000002,0.0018100000000000002,0.01403
chrB2,90200000,90300000,0.00131,0.01409,0.0005,0.014430000000000002,0.0020800000000000003,0.013919999999999998
chrB2,90300000,90400000,0.00162,0.01399,0.0006799999999999999,0.01396,0.00185,0.01407
chrB2,90400000,90500000,0.0034799999999999996,0.01651,0.00183,0.01658,0.0033299999999999996,0.016390000000000002
chrB2,90500000,90600000,0.00201,0.01427,0.00172,0.0147,0.00233,0.014369999999999999
chrB2,90600000,90700000,0.00175,0.01325,0.00117,0.01385,0.00185,0.01312
chrB2,90700000,90800000,0.0013599999999999999,0.01444,0.0007599999999999999,0.01456,0.00195,0.01434
chrB2,90800000,90900000,0.00196,0.01511,0.0020399999999999997,0.015319999999999999,0.00149,0.01521
chrB2,90900000,91000000,0.00207,0.01641,0.00148,0.01652,0.0017399999999999998,0.01629
chrB2,91000000,91100000,0.0021100000000000003,0.01457,0.0019199999999999998,0.014580000000000001,0.00244,0.01461
chrB2,91100000,91200000,0.00282,0.01505,0.0018100000000000002,0.01555,0.0016699999999999998,0.01529
chrB2,91200000,91300000,0.00317,0.015359999999999999,0.0014199999999999998,0.01524,0.00149,0.01529
chrB2,91300000,91400000,0.0027199999999999998,0.015019999999999999,0.00256,0.015019999999999999,0.0016699999999999998,0.01526
chrB2,91400000,91500000,0.00297,0.01634,0.00274,0.01637,0.00182,0.016390000000000002
chrB2,91500000,91600000,0.0032,0.01781,0.00344,0.01784,0.0036799999999999997,0.01766
chrB2,91600000,91700000,0.00456,0.01704,0.00489,0.01735,0.00466,0.017230000000000002
chrB2,91700000,91800000,0.00464,0.01761,0.00486,0.01685,0.00494,0.01737
chrB2,91800000,91900000,0.00473,0.017730000000000003,0.00446,0.01819,0.0045,0.018080000000000002
chrB2,91900000,92000000,0.00364,0.01792,0.0036799999999999997,0.0178,0.0034799999999999996,0.018019999999999998
chrB2,92000000,92100000,0.00412,0.01686,0.00411,0.01647,0.00405,0.016640000000000002
chrB2,92100000,92200000,0.0030800000000000003,0.01619,0.00301,0.01624,0.00297,0.01641
chrB2,92200000,92300000,0.00387,0.016880000000000003,0.0037799999999999995,0.01665,0.00358,0.01668
chrB2,92300000,92400000,0.004520000000000001,0.0171,0.00387,0.01711,0.004370000000000001,0.01701
chrB2,92400000,92500000,0.0052,0.02046,0.00532,0.01986,0.00503,0.02017
chrB2,92500000,92600000,0.00337,0.021330000000000002,0.0029100000000000003,0.02045,0.00035,0.021169999999999998
chrB2,92600000,92700000,0.00405,0.01848,0.00373,0.01842,0.00176,0.01864
chrB2,92700000,92800000,0.00238,0.01936,0.00391,0.01957,0.00271,0.01938
chrB2,92800000,92900000,0.00172,0.019540000000000002,0.00207,0.01949,0.00206,0.01974
chrB2,92900000,93000000,0.0019199999999999998,0.017,0.00135,0.018009999999999998,0.0018,0.01725
chrB2,93000000,93100000,0.00267,0.0178,0.0043100000000000005,0.01835,0.0023899999999999998,0.01757
chrB2,93100000,93200000,0.00296,0.01553,0.00264,0.01555,0.00251,0.015059999999999999
chrB2,93200000,93300000,0.005229999999999999,0.01785,0.0054399999999999995,0.01765,0.00496,0.01761
chrB2,93300000,93400000,0.00315,0.01729,0.0016600000000000002,0.01743,0.00315,0.017240000000000002
chrB2,93400000,93500000,0.00203,0.01651,0.0009,0.01643,0.0034799999999999996,0.01605
chrB2,93500000,93600000,0.00016999999999999999,0.01626,0.0020399999999999997,0.016309999999999998,0.00143,0.01593
chrB2,93600000,93700000,0.00118,0.0162,0.00263,0.016309999999999998,0.0021899999999999997,0.01598
chrB2,93700000,93800000,0.00216,0.015719999999999998,0.0026100000000000003,0.01627,0.00233,0.01565
chrB2,93800000,93900000,0.00227,0.01378,0.00173,0.014130000000000002,0.00215,0.013940000000000001
chrB2,93900000,94000000,0.00314,0.0146,0.0022,0.0148,0.00228,0.01411
chrB2,94000000,94100000,0.00283,0.01617,0.00209,0.0158,0.00249,0.0162
chrB2,94100000,94200000,0.00277,0.01571,0.0030800000000000003,0.01623,0.00245,0.01576
chrB2,94200000,94300000,0.00396,0.016309999999999998,0.0030600000000000002,0.0163,0.00358,0.01596
chrB2,94300000,94400000,0.00238,0.016059999999999998,0.0025,0.01649,0.00162,0.0162
chrB2,94400000,94500000,0.00085,0.0187,0.00392,0.01822,0.0041,0.01879
chrB2,94500000,94600000,0.00242,0.01653,0.0022600000000000003,0.01677,0.00312,0.01658
chrB2,94600000,94700000,0.0026,0.01781,0.0015,0.01772,0.00299,0.01769
chrB2,94700000,94800000,0.00412,0.01658,0.00352,0.01634,0.00392,0.01647
chrB2,94800000,94900000,0.00372,0.0155,0.0041600000000000005,0.01571,0.00364,0.01521
chrB2,94900000,95000000,0.00209,0.01284,0.00195,0.01312,0.0019399999999999999,0.01291
chrB2,95000000,95100000,0.0035700000000000003,0.01383,0.0031899999999999997,0.014580000000000001,0.00358,0.014280000000000001
chrB2,95100000,95200000,0.00135,0.013669999999999998,0.00037,0.01431,0.00253,0.01372
chrB2,95200000,95300000,0.00283,0.015019999999999999,0.0010400000000000001,0.015069999999999998,0.00268,0.01488
chrB2,95300000,95400000,0.0026899999999999997,0.013590000000000001,0.00253,0.01406,0.0026100000000000003,0.01379
chrB2,95400000,95500000,0.00143,0.01556,0.00013000000000000002,0.0151,0.0010400000000000001,0.015390000000000001
chrB2,95500000,95600000,0.0015400000000000001,0.015319999999999999,0.00041,0.01585,0.0019100000000000002,0.01542
chrB2,95600000,95700000,0.00267,0.016630000000000002,0.00231,0.01672,0.00228,0.016569999999999998
chrB2,95700000,95800000,0.0030399999999999997,0.01551,0.00321,0.01576,0.00292,0.0153
chrB2,95800000,95900000,0.00274,0.015069999999999998,0.00301,0.015090000000000001,0.00305,0.01518
chrB2,95900000,96000000,0.0039,0.01609,0.0038200000000000005,0.01599,0.00375,0.01591
chrB2,96000000,96100000,0.0042,0.017130000000000003,0.0034799999999999996,0.017269999999999997,0.00329,0.01734
chrB2,96100000,96200000,0.00374,0.016819999999999998,0.00419,0.01644,0.004,0.016669999999999997
chrB2,96200000,96300000,0.0024,0.014769999999999998,0.00266,0.01463,0.00295,0.01459
chrB2,96300000,96400000,0.00265,0.013859999999999999,0.0024,0.01404,0.00255,0.013880000000000002
chrB2,96400000,96500000,0.00297,0.01411,0.00263,0.0146,0.0027,0.014230000000000001
chrB2,96500000,96600000,0.0027300000000000002,0.01292,0.00228,0.013040000000000001,0.00292,0.01305
chrB2,96600000,96700000,0.00244,0.01264,0.00246,0.013000000000000001,0.0022199999999999998,0.01248
chrB2,96700000,96800000,0.0036799999999999997,0.01823,0.0030399999999999997,0.01886,0.00312,0.01797
chrB2,96800000,96900000,0.00381,0.01658,0.00235,0.01734,0.00216,0.01702
chrB2,96900000,97000000,0.00502,0.015819999999999997,0.00085,0.01614,0.00033999999999999997,0.015969999999999998
chrB2,97000000,97100000,0.00151,0.015069999999999998,0.00126,0.014969999999999999,0.00114,0.015330000000000002
chrB2,97100000,97200000,0.00182,0.0126,0.0017399999999999998,0.0124,0.0018399999999999998,0.01235
chrB2,97200000,97300000,0.00233,0.01344,0.00246,0.01344,0.0025800000000000003,0.013369999999999998
chrB2,97300000,97400000,0.0011,0.015430000000000001,0.00125,0.01548,0.00252,0.0153
chrB2,97400000,97500000,0.00159,0.016819999999999998,0.00176,0.01683,0.00312,0.017
chrB2,97500000,97600000,0.00125,0.012819999999999998,0.0010199999999999999,0.013430000000000001,0.00221,0.01277
chrB2,97600000,97700000,0.0019399999999999999,0.0148,0.0011099999999999999,0.014780000000000001,0.0019399999999999999,0.014790000000000001
chrB2,97700000,97800000,0.00439,0.01769,0.00425,0.01725,0.00434,0.01732
chrB2,97800000,97900000,0.00339,0.01658,0.00491,0.016380000000000002,0.00458,0.0164
chrB2,97900000,98000000,0.0025800000000000003,0.01434,0.0034700000000000004,0.01486,0.0036299999999999995,0.014369999999999999
chrB2,98000000,98100000,0.00238,0.013680000000000001,0.0015400000000000001,0.01335,0.00231,0.013330000000000002
chrB2,98100000,98200000,0.00329,0.014969999999999999,0.0031,0.01492,0.00292,0.015
chrB2,98200000,98300000,0.00454,0.0163,0.00343,0.01671,0.0037,0.01649
chrB2,98300000,98400000,0.0035700000000000003,0.01321,0.0028899999999999998,0.013069999999999998,0.00274,0.013430000000000001
chrB2,98400000,98500000,0.0048,0.01636,0.00461,0.01624,0.00448,0.01599
chrB2,98500000,98600000,0.0038799999999999998,0.01658,0.00394,0.01726,0.0048200000000000005,0.01669
chrB2,98600000,98700000,0.00457,0.01764,0.00414,0.01786,0.00426,0.01795
chrB2,98700000,98800000,0.00454,0.01929,0.00463,0.01923,0.00415,0.01934
chrB2,98800000,98900000,0.00404,0.01766,0.00398,0.01745,0.0041,0.01739
chrB2,98900000,99000000,0.0037,0.0146,0.00195,0.014769999999999998,0.00345,0.014580000000000001
chrB2,99000000,99100000,0.00457,0.01817,0.0039,0.018340000000000002,0.00443,0.018430000000000002
chrB2,99100000,99200000,0.00487,0.01908,0.00447,0.01933,0.0035299999999999997,0.01904
chrB2,99200000,99300000,0.00385,0.02023,0.004520000000000001,0.01959,0.00461,0.02061
chrB2,99300000,99400000,0.00165,0.01704,0.00355,0.017419999999999998,0.00385,0.017480000000000002
chrB2,99400000,99500000,1e-05,0.0152,0.0050100000000000006,0.01465,0.00398,0.015080000000000001
chrB2,99500000,99600000,0.00372,0.01652,0.0040100000000000005,0.01656,0.00392,0.01648
chrB2,99600000,99700000,0.00359,0.01598,0.0039299999999999995,0.01612,0.0035,0.01591
chrB2,99700000,99800000,0.00312,0.015390000000000001,0.0034100000000000003,0.015430000000000001,0.0035600000000000002,0.015319999999999999
chrB2,99800000,99900000,0.00406,0.01662,0.00469,0.01665,0.004370000000000001,0.01681
chrB2,99900000,100000000,0.00227,0.013330000000000002,0.00202,0.01355,0.0023899999999999998,0.013269999999999999
chrB2,100000000,100100000,0.0021899999999999997,0.0146,0.00244,0.014469999999999998,0.00247,0.014430000000000002
chrB2,100100000,100200000,0.0035600000000000002,0.01583,0.0038,0.01591,0.0038299999999999996,0.015380000000000001
chrB2,100200000,100300000,0.00473,0.01806,0.00464,0.01857,0.00412,0.01796
chrB2,100300000,100400000,0.0048200000000000005,0.018369999999999997,0.00396,0.01846,0.0039,0.01835
chrB2,100400000,100500000,0.00242,0.01601,0.00302,0.0163,0.00297,0.01625
chrB2,100500000,100600000,0.0051600000000000005,0.019880000000000002,0.00492,0.01966,0.00507,0.01991
chrB2,100600000,100700000,0.00406,0.01941,0.00447,0.0194,0.0038200000000000005,0.01879
chrB2,100700000,100800000,0.00425,0.01965,0.00461,0.02005,0.005,0.01944
chrB2,100800000,100900000,0.00527,0.01886,0.0048,0.01895,0.0047,0.01909
chrB2,100900000,101000000,0.00499,0.02043,0.0054399999999999995,0.02019,0.00547,0.02043
chrB2,101000000,101100000,0.00367,0.016890000000000002,0.0030800000000000003,0.01668,0.0035600000000000002,0.01701
chrB2,101100000,101200000,0.00515,0.019119999999999998,0.00547,0.01969,0.00569,0.0193
chrB2,101200000,101300000,0.00585,0.01904,0.00541,0.0194,0.00558,0.01885
chrB2,101300000,101400000,0.0049299999999999995,0.0182,0.00425,0.018359999999999998,0.00395,0.01828
chrB2,101400000,101500000,0.0044,0.01896,0.00391,0.01859,0.00349,0.01865
chrB2,101500000,101600000,0.00449,0.01963,0.00509,0.01945,0.00483,0.019790000000000002
chrB2,101600000,101700000,0.0033299999999999996,0.017580000000000002,0.00305,0.01832,0.00435,0.018090000000000002
chrB2,101700000,101800000,0.00337,0.016659999999999998,0.0035299999999999997,0.01671,0.00173,0.01676
chrB2,101800000,101900000,0.00436,0.019809999999999998,0.00435,0.01987,0.00435,0.01983
chrB2,101900000,102000000,0.0042899999999999995,0.0212,0.00433,0.02182,0.00387,0.02138
chrB2,102000000,102100000,0.00457,0.0197,0.00483,0.020419999999999997,0.00484,0.02011
chrB2,102100000,102200000,0.0050799999999999994,0.02221,0.00494,0.02256,0.00494,0.02205
chrB2,102200000,102300000,0.00387,0.01844,0.00365,0.01875,0.00366,0.0183
chrB2,102300000,102400000,0.0049299999999999995,0.0187,0.0049299999999999995,0.01847,0.00415,0.01842
chrB2,102400000,102500000,0.0031100000000000004,0.01885,0.00439,0.01848,0.00475,0.01886
chrB2,102500000,102600000,0.0049299999999999995,0.019780000000000002,0.00469,0.02,0.00417,0.01985
chrB2,102600000,102700000,0.00451,0.01915,0.004220000000000001,0.01976,0.00381,0.0194
chrB2,102700000,102800000,0.0045,0.02165,0.00562,0.02166,0.00433,0.02205
chrB2,102800000,102900000,0.0068200000000000005,0.021730000000000003,0.00589,0.02146,0.006640000000000001,0.02172
chrB2,102900000,103000000,0.00477,0.020419999999999997,0.00398,0.0204,0.00323,0.02045
chrB2,103000000,103100000,0.00562,0.020380000000000002,0.00636,0.020319999999999998,0.00577,0.02071
chrB2,103100000,103200000,0.00462,0.02005,0.00485,0.020319999999999998,0.0049299999999999995,0.02016
chrB2,103200000,103300000,0.00481,0.01939,0.00496,0.01876,0.00256,0.01913
chrB2,103300000,103400000,0.004229999999999999,0.01973,0.0033399999999999997,0.01949,0.00414,0.01986
chrB2,103400000,103500000,0.0043,0.01755,0.0037700000000000003,0.01757,0.00447,0.01721
chrB2,103500000,103600000,0.0047,0.018580000000000003,0.0037600000000000003,0.018680000000000002,0.0054600000000000004,0.01859
chrB2,103600000,103700000,0.00232,0.01845,0.00165,0.01875,0.00391,0.018000000000000002
chrB2,103700000,103800000,0.00203,0.0184,0.00223,0.01813,0.00488,0.01826
chrB2,103800000,103900000,0.00131,0.018340000000000002,0.00485,0.01841,0.00487,0.01819
chrB2,103900000,104000000,0.00527,0.02037,0.0044,0.020569999999999998,0.005679999999999999,0.02058
chrB2,104000000,104100000,0.00137,0.01734,0.00264,0.01782,0.00328,0.017419999999999998
chrB2,104100000,104200000,0.0019199999999999998,0.015369999999999998,0.0039700000000000004,0.016040000000000002,0.00392,0.01591
chrB2,104200000,104300000,0.00202,0.01693,0.00385,0.0169,0.0031100000000000004,0.01703
chrB2,104300000,104400000,0.0017399999999999998,0.01771,0.00375,0.01788,0.00361,0.017509999999999998
chrB2,104400000,104500000,0.0016,0.014459999999999999,0.00297,0.01461,0.00267,0.01401
chrB2,104500000,104600000,0.00016,0.01623,0.00235,0.0165,0.0037,0.01649
chrB2,104600000,104700000,0.00091,0.018969999999999997,0.0032700000000000003,0.01898,0.00298,0.01886
chrB2,104700000,104800000,5e-05,0.017419999999999998,0.00293,0.0163,0.0013599999999999999,0.01744
chrB2,104800000,104900000,2.9999999999999997e-05,0.015790000000000002,0.00161,0.01591,0.00065,0.01576
chrB2,104900000,105000000,0.00075,0.01766,0.0032600000000000003,0.01779,0.00213,0.01835
chrB2,105000000,105100000,0.00157,0.015969999999999998,0.00147,0.01602,0.0019199999999999998,0.015790000000000002
chrB2,105100000,105200000,0.00126,0.016069999999999997,0.00233,0.01623,0.0020399999999999997,0.01583
chrB2,105200000,105300000,0.0021,0.017419999999999998,0.00417,0.01759,0.004079999999999999,0.01735
